,club_id,first,last,nation,position,club,age,born,mp,starts,minutes,goals,assists,pk,pkatt,yellow_card,red_card
503,8,Romell,Quioto,hn HON,FW,Houston Dynamo,27.0,1991.0,18.0,8.0,796.0,2.0,2.0,1.0,1.0,5.0,1.0
504,12,Jukka,Raitala,fi FIN,DF,Montreal Impact,30.0,1988.0,26.0,23.0,2084.0,0.0,0.0,0.0,0.0,2.0,0.0
505,10,Christian,Ramirez,us USA,FW,LAFC,27.0,1991.0,17.0,13.0,948.0,4.0,2.0,0.0,0.0,0.0,0.0
506,8,Christian,Ramirez,us USA,"FW,MF",Houston Dynamo,27.0,1991.0,10.0,7.0,674.0,5.0,1.0,0.0,0.0,0.0,0.0
507,16,Greg,Ranjitsingh,tt TRI,GK,Orlando City SC,25.0,1993.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
508,17,Matthew,Real,us USA,"DF,MF",Philadelphia Union,19.0,1999.0,3.0,1.0,68.0,0.0,1.0,0.0,0.0,1.0,0.0
509,1,Eric,Remedi,ar ARG,MF,Atlanta United,23.0,1995.0,28.0,25.0,2050.0,0.0,1.0,0.0,0.0,6.0,0.0
510,13,Justin,Rennicks,us USA,FW,New England Revolution,19.0,1999.0,2.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
511,24,Yordy,Reyna,pe PER,"FW,MF",Vancouver Whitecaps,25.0,1993.0,25.0,22.0,1988.0,7.0,1.0,0.0,1.0,5.0,0.0
512,7,Bryan,Reynolds,us USA,"FW,DF",FC Dallas,17.0,2001.0,10.0,1.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0
513,6,Spencer,Richey,us USA,GK,FC Cincinnati,26.0,1992.0,19.0,19.0,1710.0,0.0,0.0,0.0,0.0,1.0,0.0
514,24,Tosaint,Ricketts,ca CAN,FW,Vancouver Whitecaps,31.0,1987.0,8.0,6.0,479.0,1.0,1.0,0.0,0.0,1.0,0.0
515,19,Nick,Rimando,us USA,GK,Real Salt Lake,39.0,1979.0,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,1.0,0.0
516,14,Alexander,Ring,fi FIN,MF,New York City FC,27.0,1991.0,31.0,31.0,2790.0,4.0,4.0,0.0,0.0,12.0,0.0
517,20,Andrés,Ríos,ar ARG,"MF,FW",San Jose Earthquakes,29.0,1989.0,10.0,1.0,270.0,1.0,0.0,0.0,0.0,1.0,0.0
518,7,Thomas,Roberts,us USA,"MF,FW",FC Dallas,17.0,2001.0,6.0,3.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0
520,4,Robinho,,br BRA,FW,Columbus Crew,24.0,1995.0,19.0,13.0,1112.0,0.0,2.0,0.0,0.0,0.0,0.0
521,16,Robinho,,br BRA,FW,Orlando City SC,24.0,1995.0,6.0,3.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0
522,5,Jalen,Robinson,us USA,DF,DC United,24.0,1994.0,10.0,5.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0
523,1,Miles,Robinson,us USA,DF,Atlanta United,21.0,1997.0,34.0,33.0,2979.0,0.0,0.0,0.0,0.0,4.0,0.0
524,15,Luis,Robles,us USA,GK,New York Red Bulls,34.0,1984.0,33.0,33.0,2970.0,0.0,0.0,0.0,0.0,4.0,0.0
525,14,Tony,Rocha,bz BLZ,"MF,DF",New York City FC,25.0,1993.0,17.0,9.0,876.0,0.0,0.0,0.0,0.0,1.0,0.0
526,11,Angelo,Rodríguez,co COL,FW,Minnesota United,29.0,1989.0,28.0,21.0,1745.0,5.0,1.0,1.0,1.0,2.0,0.0
527,10,Brian,Rodríguez,uy URU,FW,LAFC,18.0,2000.0,7.0,5.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0
528,5,Lucas,Rodríguez,ar ARG,"FW,MF",DC United,21.0,1997.0,33.0,31.0,2699.0,6.0,3.0,0.0,0.0,5.0,0.0
529,8,Memo,Rodriguez,us USA,"FW,MF",Houston Dynamo,23.0,1995.0,26.0,16.0,1387.0,7.0,2.0,0.0,0.0,3.0,0.0
530,21,Víctor,Rodríguez,es ESP,"FW,MF",Seattle Sounders FC,29.0,1989.0,17.0,14.0,1117.0,2.0,3.0,1.0,1.0,1.0,0.0
531,21,Alex,Roldan,us USA,"FW,MF",Seattle Sounders FC,22.0,1996.0,9.0,5.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0
532,21,Cristian,Roldan,us USA,"MF,FW",Seattle Sounders FC,23.0,1995.0,29.0,29.0,2537.0,6.0,3.0,0.0,0.0,4.0,1.0
533,9,David,Romney,us USA,DF,LA Galaxy,25.0,1993.0,12.0,10.0,928.0,0.0,1.0,0.0,0.0,0.0,0.0
534,4,Eloy,Room,cw CUW,GK,Columbus Crew,29.0,1989.0,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,1.0,0.0
535,5,Wayne,Rooney,eng ENG,FW,DC United,33.0,1985.0,28.0,27.0,2313.0,11.0,7.0,4.0,4.0,5.0,2.0
536,24,Andy,Rose,au AUS,"MF,DF",Vancouver Whitecaps,28.0,1990.0,24.0,20.0,1851.0,1.0,1.0,0.0,0.0,2.0,0.0
537,16,Oriol,Rosell,es ESP,MF,Orlando City SC,26.0,1992.0,20.0,16.0,1466.0,0.0,0.0,0.0,0.0,6.0,0.0
538,3,Keegan,Rosenberry,us USA,DF,Colorado Rapids,25.0,1993.0,34.0,34.0,3060.0,1.0,3.0,0.0,0.0,3.0,0.0
539,10,Diego,Rossi,uy URU,FW,LAFC,20.0,1998.0,34.0,33.0,2891.0,16.0,6.0,0.0,0.0,2.0,0.0
540,16,Brian,Rowe,us USA,GK,Orlando City SC,30.0,1988.0,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,1.0,0.0
541,22,Kelyn,Rowe,us USA,"FW,MF",Sporting Kansas City,27.0,1991.0,14.0,7.0,693.0,0.0,1.0,0.0,0.0,2.0,0.0
542,19,Kelyn,Rowe,us USA,MF,Real Salt Lake,27.0,1991.0,4.0,2.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
543,15,Daniel,Royer,at AUT,FW,New York Red Bulls,28.0,1990.0,31.0,26.0,2314.0,11.0,6.0,4.0,5.0,1.0,0.0
544,16,Ruan,,br BRA,DF,Orlando City SC,23.0,1995.0,25.0,23.0,2097.0,0.0,4.0,0.0,0.0,1.0,0.0
546,3,Diego,Rubio,cl CHI,"MF,FW",Colorado Rapids,25.0,1993.0,26.0,25.0,2054.0,11.0,4.0,0.0,0.0,10.0,1.0
547,21,Raúl,Ruidíaz,pe PER,FW,Seattle Sounders FC,28.0,1990.0,22.0,20.0,1793.0,11.0,2.0,0.0,0.0,0.0,0.0
548,19,Albert,Rusnák,sk SVK,"MF,FW",Real Salt Lake,24.0,1994.0,29.0,28.0,2450.0,10.0,3.0,4.0,5.0,2.0,0.0
549,22,Johnny,Russell,sco SCO,"FW,MF",Sporting Kansas City,28.0,1990.0,28.0,24.0,2113.0,9.0,6.0,0.0,0.0,1.0,0.0
550,22,Abdul,Rwatubyaye,rw RWA,DF,Sporting Kansas City,22.0,1996.0,2.0,1.0,165.0,0.0,0.0,0.0,0.0,1.0,0.0
551,15,Marc,Rzatkowski,de GER,"MF,FW",New York Red Bulls,28.0,1990.0,28.0,26.0,2315.0,2.0,3.0,0.0,0.0,4.0,0.0
552,12,Bacary,Sagna,fr FRA,DF,Montreal Impact,35.0,1983.0,26.0,25.0,2179.0,1.0,2.0,0.0,0.0,7.0,1.0
553,6,Kenny,Saief,us USA,"FW,MF",FC Cincinnati,25.0,1993.0,9.0,6.0,566.0,1.0,2.0,0.0,0.0,0.0,0.0
554,8,Michael,Salazar,bz BLZ,"FW,MF",Houston Dynamo,26.0,1992.0,7.0,1.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
555,20,Shea,Salinas,us USA,"MF,DF",San Jose Earthquakes,32.0,1986.0,28.0,12.0,1345.0,6.0,3.0,0.0,0.0,3.0,0.0
556,22,Dániel,Sallói,hu HUN,"FW,MF",Sporting Kansas City,22.0,1996.0,28.0,16.0,1545.0,1.0,1.0,0.0,1.0,1.0,1.0
557,22,Ilie,Sánchez,es ESP,MF,Sporting Kansas City,28.0,1990.0,32.0,27.0,2510.0,2.0,4.0,1.0,1.0,7.0,1.0
558,14,James,Sands,us USA,"DF,MF",New York City FC,18.0,2000.0,19.0,18.0,1485.0,0.0,0.0,0.0,0.0,4.0,0.0
559,16,Lamine,Sané,sn SEN,DF,Orlando City SC,31.0,1987.0,26.0,25.0,2275.0,0.0,0.0,0.0,0.0,4.0,0.0
560,7,Harold,Santiago Mosquera,co COL,"FW,MF",FC Dallas,23.0,1995.0,23.0,12.0,1173.0,3.0,1.0,0.0,0.0,0.0,0.0
561,17,Sergio,Santos Gomes,br BRA,"FW,MF",Philadelphia Union,24.0,1994.0,17.0,5.0,626.0,4.0,1.0,0.0,0.0,2.0,0.0
562,4,Pedro,Santos,pt POR,"FW,MF",Columbus Crew,30.0,1988.0,33.0,30.0,2761.0,11.0,5.0,1.0,1.0,7.0,0.0
563,2,C.J.,Sapong,us USA,FW,Chicago Fire,30.0,1988.0,32.0,29.0,2547.0,13.0,1.0,0.0,0.0,3.0,0.0
564,19,Sebastián,Saucedo,us USA,"FW,MF",Real Salt Lake,22.0,1997.0,26.0,13.0,1192.0,2.0,4.0,0.0,0.0,6.0,0.0
565,4,Gastón,Sauro,ar ARG,DF,Columbus Crew,28.0,1990.0,15.0,15.0,1284.0,2.0,0.0,0.0,0.0,4.0,0.0
566,19,Jefferson,Savarino,ve VEN,"FW,MF",Real Salt Lake,22.0,1996.0,28.0,27.0,2315.0,8.0,5.0,0.0,0.0,1.0,1.0
567,19,Tate,Schmitt,us USA,FW,Real Salt Lake,21.0,1997.0,6.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
568,11,Rasmus,Schüller,fi FIN,"MF,FW",Minnesota United,27.0,1991.0,15.0,11.0,921.0,0.0,0.0,0.0,0.0,1.0,0.0
569,2,Bastian,Schweinsteiger,de GER,"DF,MF",Chicago Fire,34.0,1984.0,30.0,30.0,2675.0,1.0,3.0,0.0,0.0,10.0,0.0
570,10,Eddie,Segura,co COL,DF,LAFC,21.0,1997.0,34.0,33.0,2955.0,1.0,0.0,0.0,0.0,1.0,0.0
572,5,Ulises,Segura,cr CRC,"FW,DF",DC United,25.0,1993.0,33.0,19.0,1791.0,3.0,2.0,0.0,0.0,1.0,0.0
573,5,Chris,Seitz,us USA,GK,DC United,31.0,1987.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
574,12,Amar,Sejdic,us USA,MF,Montreal Impact,22.0,1996.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
575,3,Dillon,Serna,us USA,"DF,MF",Colorado Rapids,24.0,1994.0,14.0,6.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0
576,7,Brandon,Servania,us USA,MF,FC Dallas,19.0,1999.0,18.0,13.0,1119.0,2.0,1.0,0.0,0.0,2.0,0.0
577,23,Jacob,Shaffelburg,ca CAN,"MF,FW",Toronto FC,19.0,1999.0,10.0,8.0,668.0,0.0,1.0,0.0,0.0,0.0,0.0
578,1,Brek,Shea,us USA,DF,Atlanta United,28.0,1990.0,19.0,10.0,911.0,0.0,1.0,0.0,0.0,0.0,0.0
579,3,Andre,Shinyashiki,br BRA,"FW,MF",Colorado Rapids,23.0,1995.0,31.0,18.0,1672.0,7.0,3.0,0.0,0.0,3.0,0.0
580,21,Harry,Shipp,us USA,"FW,MF",Seattle Sounders FC,27.0,1991.0,25.0,15.0,1382.0,5.0,1.0,0.0,0.0,1.0,0.0
581,12,Shamit,Shome,ca CAN,MF,Montreal Impact,21.0,1997.0,27.0,18.0,1626.0,1.0,1.0,0.0,0.0,3.0,0.0
582,10,Danilo,da Silva,br BRA,DF,LAFC,32.0,1986.0,5.0,2.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0
583,21,Luis,Silva,us USA,"FW,MF",Seattle Sounders FC,30.0,1988.0,5.0,2.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
584,19,Marcelo,Silva,uy URU,DF,Real Salt Lake,29.0,1989.0,19.0,14.0,1345.0,2.0,0.0,0.0,0.0,3.0,1.0
585,15,Josh,Sims,eng ENG,FW,New York Red Bulls,21.0,1997.0,7.0,5.0,476.0,0.0,1.0,0.0,0.0,0.0,0.0
586,22,Seth,Sinovic,us USA,DF,Sporting Kansas City,32.0,1987.0,22.0,21.0,1908.0,0.0,1.0,0.0,0.0,4.0,0.0
587,10,Pablo,Sisniega,mx MEX,GK,LAFC,23.0,1995.0,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0
588,3,Axel,Sjöberg,se SWE,"DF,FW",Colorado Rapids,27.0,1991.0,7.0,5.0,435.0,0.0,0.0,0.0,0.0,0.0,1.0
589,9,Jørgen,Skjelvik,no NOR,DF,LA Galaxy,27.0,1991.0,20.0,19.0,1681.0,1.0,2.0,0.0,0.0,4.0,0.0
590,21,Brad,Smith,au AUS,DF,Seattle Sounders FC,24.0,1994.0,25.0,22.0,1972.0,0.0,5.0,0.0,0.0,0.0,0.0
591,22,Graham,Smith,us USA,DF,Sporting Kansas City,23.0,1995.0,11.0,10.0,882.0,1.0,1.0,0.0,0.0,1.0,0.0
592,16,Kyle,Smith,us USA,DF,Orlando City SC,27.0,1992.0,23.0,15.0,1386.0,0.0,0.0,0.0,0.0,4.0,0.0
593,3,Tommy,Smith,nz NZL,DF,Colorado Rapids,28.0,1990.0,27.0,27.0,2413.0,3.0,2.0,0.0,0.0,3.0,1.0
594,4,Eduardo,Sosa,ve VEN,"MF,FW",Columbus Crew,21.0,1997.0,8.0,4.0,325.0,0.0,0.0,0.0,0.0,1.0,0.0
595,6,Caleb,Stanko,us USA,MF,FC Cincinnati,25.0,1993.0,23.0,16.0,1439.0,0.0,0.0,0.0,0.0,3.0,0.0
596,4,Zack,Steffen,us USA,GK,Columbus Crew,23.0,1995.0,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0
598,9,Daniel,Steres,us USA,DF,LA Galaxy,28.0,1990.0,30.0,30.0,2613.0,3.0,0.0,0.0,0.0,4.0,1.0
599,5,Zoltán,Stieber,hu HUN,"FW,MF",DC United,30.0,1988.0,9.0,3.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0
600,8,Aljaž,Struna,si SVN,DF,Houston Dynamo,28.0,1990.0,29.0,29.0,2610.0,0.0,1.0,0.0,0.0,4.0,0.0
601,14,Brad,Stuver,us USA,GK,New York City FC,27.0,1991.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0
602,24,Scott,Sutter,ch SUI,DF,Vancouver Whitecaps,32.0,1986.0,16.0,9.0,983.0,1.0,0.0,0.0,0.0,0.0,0.0
603,21,Gustav,Svensson,se SWE,MF,Seattle Sounders FC,31.0,1987.0,22.0,21.0,1811.0,0.0,0.0,0.0,0.0,1.0,0.0
604,14,Ben,Sweat,us USA,DF,New York City FC,27.0,1991.0,18.0,13.0,1266.0,0.0,1.0,0.0,0.0,4.0,0.0
605,12,Ballou,Tabla,ca CAN,"MF,FW",Montreal Impact,19.0,1999.0,4.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
606,12,Saphir,Taïder,dz ALG,"MF,FW",Montreal Impact,26.0,1992.0,32.0,31.0,2726.0,9.0,7.0,5.0,5.0,2.0,0.0
607,14,Ismael,Tajouri-Shradi,ly LBY,"FW,MF",New York City FC,24.0,1994.0,19.0,11.0,935.0,5.0,3.0,0.0,0.0,1.0,0.0
608,15,Amro,Tarek,eg EGY,DF,New York Red Bulls,26.0,1992.0,20.0,19.0,1471.0,1.0,1.0,0.0,0.0,6.0,1.0
609,24,Russell,Teibert,ca CAN,MF,Vancouver Whitecaps,26.0,1992.0,27.0,26.0,2194.0,0.0,3.0,0.0,0.0,1.0,0.0
610,23,Ryan,Telfer,tt TRI,DF,Toronto FC,24.0,1994.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
611,20,Tommy,Thompson,us USA,DF,San Jose Earthquakes,23.0,1995.0,30.0,28.0,2285.0,2.0,1.0,0.0,0.0,7.0,1.0
612,14,Anton,Tinnerholm,se SWE,DF,New York City FC,27.0,1991.0,30.0,30.0,2631.0,1.0,7.0,0.0,0.0,4.0,0.0
613,19,Donny,Toia,us USA,DF,Real Salt Lake,26.0,1992.0,24.0,24.0,2140.0,1.0,1.0,0.0,0.0,3.0,0.0
614,21,Nouhou,Tolo,cm CMR,DF,Seattle Sounders FC,21.0,1997.0,22.0,9.0,793.0,0.0,0.0,0.0,0.0,5.0,0.0
615,21,Román,Torres,pa PAN,DF,Seattle Sounders FC,32.0,1986.0,17.0,12.0,1132.0,1.0,0.0,0.0,0.0,2.0,0.0
616,11,Mason,Toye,us USA,FW,Minnesota United,20.0,1998.0,17.0,9.0,823.0,6.0,2.0,0.0,0.0,2.0,1.0
617,9,Diedie,Traoré,fr FRA,DF,LA Galaxy,20.0,1999.0,4.0,3.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
618,4,Wil,Trapp,us USA,MF,Columbus Crew,26.0,1993.0,28.0,26.0,2330.0,0.0,3.0,0.0,0.0,5.0,0.0
619,17,Auston,Trusty,us USA,DF,Philadelphia Union,20.0,1998.0,22.0,22.0,1965.0,1.0,0.0,0.0,0.0,5.0,1.0
620,18,Bill,Tuiloma,nz NZL,DF,Portland Timbers,23.0,1995.0,25.0,21.0,1920.0,1.0,0.0,0.0,0.0,1.0,0.0
621,13,Matt,Turner,us USA,GK,New England Revolution,24.0,1994.0,20.0,20.0,1765.0,0.0,0.0,0.0,0.0,4.0,1.0
622,7,Ema,Twumasi,gh GHA,"DF,MF",FC Dallas,21.0,1997.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
624,6,Przemysław,Tytoń,pl POL,GK,FC Cincinnati,32.0,1987.0,15.0,15.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0
625,6,Victor,Ulloa,us USA,MF,FC Cincinnati,26.0,1992.0,26.0,22.0,1944.0,1.0,1.0,0.0,0.0,4.0,0.0
626,12,Maximiliano,Urruti,ar ARG,FW,Montreal Impact,27.0,1991.0,31.0,27.0,2433.0,4.0,6.0,1.0,1.0,5.0,1.0
627,18,Zarek,Valentin,us USA,DF,Portland Timbers,27.0,1991.0,21.0,17.0,1625.0,0.0,0.0,0.0,0.0,5.0,0.0
628,18,Diego,Valeri,ar ARG,"MF,FW",Portland Timbers,32.0,1986.0,31.0,29.0,2595.0,8.0,8.0,2.0,4.0,4.0,0.0
629,15,Florian,Valot,fr FRA,"MF,FW",New York Red Bulls,25.0,1993.0,2.0,2.0,124.0,0.0,1.0,0.0,0.0,0.0,0.0
630,10,Peter-Lee,Vassell,jm JAM,MF,LAFC,20.0,1998.0,6.0,2.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1,Brandon,Vazquez,us USA,FW,Atlanta United,20.0,1998.0,11.0,7.0,638.0,2.0,1.0,1.0,1.0,1.0,0.0
632,10,Carlos,Vela,mx MEX,FW,LAFC,29.0,1989.0,31.0,31.0,2723.0,34.0,10.0,9.0,11.0,1.0,0.0
633,24,Lucas,Venuto,br BRA,FW,Vancouver Whitecaps,24.0,1995.0,22.0,12.0,1136.0,3.0,1.0,0.0,0.0,3.0,0.0
634,8,Matías,Vera,ar ARG,MF,Houston Dynamo,23.0,1995.0,30.0,30.0,2634.0,0.0,1.0,0.0,0.0,10.0,1.0
635,18,Jorge,Villafaña,us USA,DF,Portland Timbers,29.0,1989.0,23.0,22.0,1943.0,0.0,4.0,0.0,0.0,0.0,0.0
636,1,Héctor,Villalba,py PAR,"FW,MF",Atlanta United,24.0,1994.0,20.0,10.0,940.0,1.0,3.0,0.0,0.0,0.0,0.0
637,3,Sam,Vines,us USA,DF,Colorado Rapids,19.0,1999.0,26.0,23.0,2151.0,0.0,0.0,0.0,0.0,2.0,0.0
638,17,Kai,Wagner,de GER,DF,Philadelphia Union,21.0,1997.0,30.0,30.0,2689.0,0.0,6.0,0.0,0.0,6.0,1.0
639,22,Rodney,Wallace,cr CRC,DF,Sporting Kansas City,30.0,1988.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
640,5,Akeem,Ward,us USA,DF,DC United,23.0,1996.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
641,6,Kendall,Waston,cr CRC,DF,FC Cincinnati,31.0,1988.0,25.0,24.0,2175.0,1.0,0.0,0.0,0.0,10.0,1.0
642,23,Quentin,Westberg,us USA,GK,Toronto FC,32.0,1986.0,28.0,28.0,2504.0,0.0,0.0,0.0,0.0,0.0,0.0
643,15,Brian,White,us USA,FW,New York Red Bulls,22.0,1996.0,19.0,17.0,1336.0,8.0,1.0,0.0,0.0,1.0,0.0
644,4,JJ,Williams,us USA,FW,Columbus Crew,21.0,1998.0,7.0,3.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0
645,4,Josh,Williams,us USA,DF,Columbus Crew,30.0,1988.0,16.0,15.0,1278.0,2.0,0.0,0.0,0.0,2.0,0.0
646,1,Romario,Williams,jm JAM,"FW,DF",Atlanta United,24.0,1994.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
647,4,Romario,Williams,jm JAM,"FW,MF",Columbus Crew,24.0,1994.0,7.0,1.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0
648,18,Eryk,Williamson,us USA,"MF,FW",Portland Timbers,21.0,1997.0,7.0,3.0,234.0,0.0,0.0,0.0,0.0,1.0,0.0
650,8,Joe,Willis,us USA,GK,Houston Dynamo,30.0,1988.0,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0
651,3,Danny,Wilson,sco SCO,"MF,DF",Colorado Rapids,27.0,1991.0,20.0,15.0,1328.0,2.0,1.0,0.0,0.0,4.0,0.0
652,21,Henry,Wingo,us USA,FW,Seattle Sounders FC,23.0,1995.0,6.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
653,20,Chris,Wondolowski,us USA,FW,San Jose Earthquakes,36.0,1983.0,32.0,24.0,1977.0,15.0,2.0,0.0,0.0,3.0,1.0
654,17,Andrew,Wooten,us USA,FW,Philadelphia Union,29.0,1989.0,7.0,4.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0
655,13,Brian,Wright,ca CAN,"FW,MF",New England Revolution,23.0,1995.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
656,15,Bradley,Wright-Phillips,eng ENG,FW,New York Red Bulls,33.0,1985.0,24.0,9.0,1110.0,2.0,1.0,0.0,0.0,3.0,0.0
657,3,Deklan,Wynne,nz NZL,DF,Colorado Rapids,23.0,1995.0,11.0,11.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0
658,5,Griffin,Yow,us USA,FW,DC United,16.0,2002.0,2.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
659,20,Jackson,Yueill,us USA,MF,San Jose Earthquakes,21.0,1997.0,32.0,29.0,2669.0,3.0,4.0,0.0,0.0,2.0,0.0
660,13,Wilfried,Zahibo,cf CTA,MF,New England Revolution,25.0,1993.0,24.0,18.0,1505.0,1.0,1.0,0.0,0.0,8.0,1.0
661,18,Renzo,Zambrano,ve VEN,MF,Portland Timbers,24.0,1994.0,10.0,9.0,783.0,0.0,0.0,0.0,0.0,4.0,1.0
662,4,Gyasi,Zardes,us USA,FW,Columbus Crew,27.0,1991.0,28.0,28.0,2473.0,13.0,2.0,3.0,3.0,0.0,0.0
663,23,Eriq,Zavaleta,us USA,DF,Toronto FC,26.0,1992.0,16.0,11.0,1017.0,0.0,0.0,0.0,0.0,3.0,1.0
664,22,Gedion,Zelalem,us USA,MF,Sporting Kansas City,22.0,1997.0,9.0,5.0,435.0,0.0,0.0,0.0,0.0,1.0,0.0
665,10,Rodolfo,Zelaya,sv SLV,FW,LAFC,30.0,1988.0,4.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0
666,22,Adrian,Zendejas,mx MEX,GK,Sporting Kansas City,23.0,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
667,7,Reto,Ziegler,ch SUI,DF,FC Dallas,33.0,1986.0,32.0,32.0,2880.0,5.0,0.0,4.0,5.0,6.0,0.0
668,10,Walker,Zimmerman,us USA,DF,LAFC,25.0,1993.0,25.0,25.0,2165.0,1.0,0.0,0.0,0.0,8.0,1.0
669,9,Ethan,Zubak,us USA,"MF,FW",LA Galaxy,20.0,1998.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
670,22,Graham,Zusi,us USA,DF,Sporting Kansas City,32.0,1986.0,27.0,26.0,2351.0,0.0,1.0,0.0,0.0,5.0,0.0
